,SA2_NAME21,SA3_NAME21
0,Braidwood,Queanbeyan
1,Karabar,Queanbeyan
2,Queanbeyan,Queanbeyan
3,Queanbeyan - East,Queanbeyan
4,Queanbeyan West - Jerrabomberra,Queanbeyan
5,Googong,Queanbeyan
6,Queanbeyan Surrounds,Queanbeyan
7,Bombala,Snowy Mountains
8,Cooma,Snowy Mountains
9,Cooma Surrounds,Snowy Mountains
10,Jindabyne - Berridale,Snowy Mountains
11,Batemans Bay,South Coast
12,Batemans Bay - South,South Coast
13,Bega - Tathra,South Coast
14,Bega-Eden Hinterland,South Coast
15,Broulee - Tomakin,South Coast
16,Deua - Wadbilliga,South Coast
17,Eden,South Coast
18,Eurobodalla Hinterland,South Coast
19,Merimbula - Tura Beach,South Coast
20,Moruya - Tuross Head,South Coast
21,Narooma - Bermagui,South Coast
22,Goulburn,Goulburn - Mulwaree
23,Goulburn Surrounds,Goulburn - Mulwaree
24,Yass,Young - Yass
25,Yass Surrounds,Young - Yass
26,Young,Young - Yass
27,Young Surrounds,Young - Yass
28,Avoca Beach - Copacabana,Gosford
29,Box Head - MacMasters Beach,Gosford
30,Calga - Kulnura,Gosford
31,Erina - Green Point,Gosford
32,Gosford - Springfield,Gosford
33,Kariong,Gosford
34,Kincumber - Picketts Valley,Gosford
35,Narara,Gosford
36,Niagara Park - Lisarow,Gosford
37,Point Clare - Koolewong,Gosford
38,Saratoga - Davistown,Gosford
39,Terrigal - North Avoca,Gosford
40,Umina - Booker Bay - Patonga,Gosford
41,Wamberal - Forresters Beach,Gosford
42,Woy Woy - Blackwall,Gosford
43,Wyoming,Gosford
44,Bateau Bay - Killarney Vale,Wyong
45,Blue Haven - San Remo,Wyong
46,Budgewoi - Buff Point - Halekulani,Wyong
47,Chittaway Bay - Tumbi Umbi,Wyong
48,Gorokan - Kanwal - Charmhaven,Wyong
49,Jilliby - Yarramalong,Wyong
50,Lake Munmorah - Mannering Park,Wyong
51,Ourimbah - Fountaindale,Wyong
52,Summerland Point - Gwandalan,Wyong
53,The Entrance,Wyong
54,Toukley - Norah Head,Wyong
55,Tuggerah - Kangy Angy,Wyong
56,Warnervale - Wadalba,Wyong
57,Wyong,Wyong
58,Bathurst - East,Bathurst
59,Bathurst Surrounds,Bathurst
60,Oberon,Bathurst
61,Bathurst - South,Bathurst
62,Bathurst - West,Bathurst
63,Condobolin,Lachlan Valley
64,Cowra,Lachlan Valley
65,Cowra Surrounds,Lachlan Valley
66,Forbes,Lachlan Valley
67,Grenfell,Lachlan Valley
68,Parkes (NSW),Lachlan Valley
69,Parkes Surrounds,Lachlan Valley
70,West Wyalong,Lachlan Valley
71,Lithgow,Lithgow - Mudgee
72,Lithgow Surrounds,Lithgow - Mudgee
73,Mudgee,Lithgow - Mudgee
74,Mudgee Surrounds - East,Lithgow - Mudgee
75,Mudgee Surrounds - West,Lithgow - Mudgee
76,Wollangambe - Wollemi,Lithgow - Mudgee
77,Blayney,Orange
78,Orange,Orange
79,Orange - North,Orange
80,Orange Surrounds,Orange
81,Grafton,Clarence Valley
82,Grafton Surrounds,Clarence Valley
83,Maclean - Yamba - Iluka,Clarence Valley
84,Bellingen,Coffs Harbour
85,Coffs Harbour - North,Coffs Harbour
86,Coffs Harbour - South,Coffs Harbour
87,Coramba - Nana Glen - Bucca,Coffs Harbour
88,Dorrigo,Coffs Harbour
89,Korora - Emerald Beach,Coffs Harbour
90,Sawtell - Boambee,Coffs Harbour
91,Urunga,Coffs Harbour
92,Woolgoolga - Arrawarra,Coffs Harbour
93,Bourke - Brewarrina,Bourke - Cobar - Coonamble
94,Cobar,Bourke - Cobar - Coonamble
95,Coonamble,Bourke - Cobar - Coonamble
96,Nyngan - Warren,Bourke - Cobar - Coonamble
97,Walgett - Lightning Ridge,Bourke - Cobar - Coonamble
98,Broken Hill,Broken Hill and Far West
99,Far West,Broken Hill and Far West
100,Coonabarabran,Dubbo
101,Dubbo - East,Dubbo
102,Dubbo - South,Dubbo
103,Dubbo - West,Dubbo
104,Dubbo Surrounds,Dubbo
105,Gilgandra,Dubbo
106,Narromine,Dubbo
107,Wellington,Dubbo
108,Branxton - Greta - Pokolbin,Lower Hunter
109,Cessnock,Lower Hunter
110,Cessnock Surrounds,Lower Hunter
111,Dungog,Lower Hunter
112,Kurri Kurri - Abermain,Lower Hunter
113,Singleton,Lower Hunter
114,Singleton Surrounds,Lower Hunter
115,Maitland,Maitland
116,Maitland - North,Maitland
117,East Maitland - Metford,Maitland
118,Rutherford (North) - Aberglasslyn,Maitland
119,Rutherford (South) - Telarah,Maitland
120,Tenambit - East Maitland,Maitland
121,Thornton - Millers Forest,Maitland
122,Anna Bay,Port Stephens
123,Lemon Tree Passage - Tanilba Bay,Port Stephens
124,Nelson Bay Peninsula,Port Stephens
125,Raymond Terrace,Port Stephens
126,Seaham - Woodville,Port Stephens
127,Tea Gardens - Hawks Nest,Port Stephens
128,Williamtown - Medowie - Karuah,Port Stephens
129,Muswellbrook,Upper Hunter
130,Muswellbrook Surrounds,Upper Hunter
131,Scone,Upper Hunter
132,Scone Surrounds,Upper Hunter
133,Dapto - Avondale,Dapto - Port Kembla
134,Horsley - Kembla Grange,Dapto - Port Kembla
135,Port Kembla Industrial,Dapto - Port Kembla
136,Unanderra - Mount Kembla,Dapto - Port Kembla
137,Berkeley - Lake Heights - Cringila,Dapto - Port Kembla
138,Port Kembla - Warrawong,Dapto - Port Kembla
139,Windang - Primbee,Dapto - Port Kembla
140,Illawarra Catchment Reserve,Illawarra Catchment Reserve
141,Albion Park - Macquarie Pass,Kiama - Shellharbour
142,Albion Park Rail,Kiama - Shellharbour
143,Kiama,Kiama - Shellharbour
144,Kiama Downs - Minnamurra,Kiama - Shellharbour
145,Kiama Hinterland - Gerringong,Kiama - Shellharbour
146,Shellharbour - Flinders,Kiama - Shellharbour
147,Shellharbour - Oak Flats,Kiama - Shellharbour
148,Warilla,Kiama - Shellharbour
149,Balgownie - Fairy Meadow,Wollongong
150,Corrimal - Tarrawanna - Bellambi,Wollongong
151,Figtree - Keiraville,Wollongong
152,Helensburgh,Wollongong
153,Thirroul - Austinmer - Coalcliff,Wollongong
154,Woonona - Bulli - Russell Vale,Wollongong
155,Wollongong - East,Wollongong
156,Wollongong - West,Wollongong
157,Bulahdelah - Stroud,Great Lakes
158,Forster,Great Lakes
159,Forster-Tuncurry Surrounds,Great Lakes
160,Tuncurry,Great Lakes
161,Kempsey,Kempsey - Nambucca
162,Kempsey Surrounds,Kempsey - Nambucca
163,Macksville - Scotts Head,Kempsey - Nambucca
164,Nambucca Heads,Kempsey - Nambucca
165,Nambucca Heads Surrounds,Kempsey - Nambucca
166,South West Rocks,Kempsey - Nambucca
167,Lord Howe Island,Lord Howe Island
168,Laurieton - Bonny Hills,Port Macquarie
169,Port Macquarie - West,Port Macquarie
170,Port Macquarie Surrounds,Port Macquarie
171,Wauchope,Port Macquarie
172,Port Macquarie - East,Port Macquarie
173,Port Macquarie - South,Port Macquarie
174,Gloucester,Taree - Gloucester
175,Old Bar - Manning Point - Red Head,Taree - Gloucester
176,Taree,Taree - Gloucester
177,Taree Surrounds,Taree - Gloucester
178,Wingham,Taree - Gloucester
179,Albury - East,Albury
180,Albury - North,Albury
181,Albury - South,Albury
182,Albury Surrounds,Albury
183,Lavington,Albury
184,Hay,Lower Murray
185,Wentworth - Buronga,Lower Murray
186,Wentworth-Balranald Region,Lower Murray
187,Corowa,Upper Murray exc. Albury
188,Corowa Surrounds,Upper Murray exc. Albury
189,Deniliquin,Upper Murray exc. Albury
190,Deniliquin Surrounds,Upper Murray exc. Albury
191,Moama,Upper Murray exc. Albury
192,Tocumwal - Finley - Jerilderie,Upper Murray exc. Albury
193,Armidale,Armidale
194,Armidale Surrounds - North,Armidale
195,Armidale Surrounds - South,Armidale
196,Walcha,Armidale
197,Glen Innes,Inverell - Tenterfield
198,Inverell,Inverell - Tenterfield
199,Inverell Surrounds - East,Inverell - Tenterfield
200,Inverell Surrounds - West,Inverell - Tenterfield
201,Tenterfield,Inverell - Tenterfield
202,Moree,Moree - Narrabri
203,Moree Surrounds,Moree - Narrabri
204,Narrabri,Moree - Narrabri
205,Narrabri Surrounds,Moree - Narrabri
206,Gunnedah,Tamworth - Gunnedah
207,Gunnedah Surrounds,Tamworth - Gunnedah
208,Quirindi,Tamworth - Gunnedah
209,Tamworth - East,Tamworth - Gunnedah
210,Tamworth - North,Tamworth - Gunnedah
211,Tamworth - West,Tamworth - Gunnedah
212,Tamworth Surrounds,Tamworth - Gunnedah
213,Belmont - Bennetts Green,Lake Macquarie - East
214,Belmont South - Blacksmiths,Lake Macquarie - East
215,Charlestown - Dudley,Lake Macquarie - East
216,Glendale - Cardiff - Hillsborough,Lake Macquarie - East
217,Mount Hutton - Windale,Lake Macquarie - East
218,Redhead,Lake Macquarie - East
219,Swansea - Caves Beach,Lake Macquarie - East
220,Valentine - Eleebana,Lake Macquarie - East
221,Warners Bay - Boolaroo,Lake Macquarie - East
222,Bolton Point - Teralba,Lake Macquarie - West
223,Bonnells Bay - Silverwater,Lake Macquarie - West
224,Edgeworth - Cameron Park,Lake Macquarie - West
225,Morisset - Cooranbong,Lake Macquarie - West
226,Toronto - Awaba,Lake Macquarie - West
227,Wangi Wangi - Rathmines,Lake Macquarie - West
228,West Wallsend - Barnsley - Killingworth,Lake Macquarie - West
229,Adamstown - Kotara,Newcastle
230,Beresfield - Hexham,Newcastle
231,Hamilton - Broadmeadow,Newcastle
232,Lambton - New Lambton,Newcastle
233,Maryland - Fletcher - Minmi,Newcastle
234,Mayfield - Warabrook,Newcastle
235,Merewether - The Junction,Newcastle
236,Newcastle - Cooks Hill,Newcastle
237,Newcastle Port - Kooragang,Newcastle
238,Shortland - Jesmond,Newcastle
239,Stockton - Fullerton Cove,Newcastle
240,Wallsend - Elermore Vale,Newcastle
241,Waratah - North Lambton,Newcastle
242,Wickham - Carrington - Tighes Hill,Newcastle
243,Ballina,Richmond Valley - Coastal
244,Ballina Surrounds,Richmond Valley - Coastal
245,Bangalow,Richmond Valley - Coastal
246,Brunswick Heads - Ocean Shores,Richmond Valley - Coastal
247,Byron Bay,Richmond Valley - Coastal
248,Evans Head,Richmond Valley - Coastal
249,Lennox Head - Skennars Head,Richmond Valley - Coastal
250,Mullumbimby,Richmond Valley - Coastal
251,Casino,Richmond Valley - Hinterland
252,Casino Surrounds,Richmond Valley - Hinterland
253,Goonellabah,Richmond Valley - Hinterland
254,Kyogle,Richmond Valley - Hinterland
255,Lismore,Richmond Valley - Hinterland
256,Lismore Surrounds,Richmond Valley - Hinterland
257,Kingscliff - Fingal Head,Tweed Valley
258,Murwillumbah,Tweed Valley
259,Murwillumbah Surrounds,Tweed Valley
260,Pottsville,Tweed Valley
261,Tweed Heads,Tweed Valley
262,Banora Point,Tweed Valley
263,Terranora - North Tumbulgum,Tweed Valley
264,Tweed Heads South,Tweed Valley
265,Griffith (NSW),Griffith - Murrumbidgee (West)
266,Griffith Surrounds,Griffith - Murrumbidgee (West)
267,Leeton,Griffith - Murrumbidgee (West)
268,Narrandera,Griffith - Murrumbidgee (West)
269,Tumbarumba,Tumut - Tumbarumba
270,Tumut,Tumut - Tumbarumba
271,Tumut Surrounds,Tumut - Tumbarumba
272,Cootamundra,Wagga Wagga
273,Gundagai,Wagga Wagga
274,Junee,Wagga Wagga
275,Temora,Wagga Wagga
276,Wagga Wagga - East,Wagga Wagga
277,Wagga Wagga - North,Wagga Wagga
278,Wagga Wagga - South,Wagga Wagga
279,Wagga Wagga - West,Wagga Wagga
280,Wagga Wagga Surrounds,Wagga Wagga
281,Berry - Kangaroo Valley,Shoalhaven
282,Callala Bay - Currarong,Shoalhaven
283,Culburra Beach,Shoalhaven
284,Ettrema - Sassafras - Budawang,Shoalhaven
285,Huskisson - Vincentia,Shoalhaven
286,North Nowra - Bomaderry,Shoalhaven
287,Nowra,Shoalhaven
288,St Georges Basin - Erowal Bay,Shoalhaven
289,Sussex Inlet - Berrara,Shoalhaven
290,Tomerong - Wandandian - Woollamia,Shoalhaven
291,Ulladulla,Shoalhaven
292,Ulladulla Surrounds,Shoalhaven
293,Bowral,Southern Highlands
294,Hill Top - Colo Vale,Southern Highlands
295,Mittagong,Southern Highlands
296,Moss Vale - Berrima,Southern Highlands
297,Robertson - Fitzroy Falls,Southern Highlands
298,Southern Highlands,Southern Highlands
299,Baulkham Hills - East,Baulkham Hills
300,Baulkham Hills (West) - Bella Vista,Baulkham Hills
301,Glenhaven,Baulkham Hills
302,West Pennant Hills,Baulkham Hills
303,Castle Hill - Central,Baulkham Hills
304,Castle Hill - East,Baulkham Hills
305,Castle Hill - North,Baulkham Hills
306,Castle Hill - South,Baulkham Hills
307,Castle Hill - West,Baulkham Hills
308,Cherrybrook,Baulkham Hills
309,Kellyville - East,Baulkham Hills
310,Kellyville - West,Baulkham Hills
311,Dural - Kenthurst - Wisemans Ferry,Dural - Wisemans Ferry
312,Galston - Laughtondale,Dural - Wisemans Ferry
313,Bilpin - Colo - St Albans,Hawkesbury
314,Kurrajong Heights - Ebenezer,Hawkesbury
315,Pitt Town - McGraths Hill,Rouse Hill - McGraths Hill
316,Box Hill - Nelson,Rouse Hill - McGraths Hill
317,North Kellyville,Rouse Hill - McGraths Hill
318,Rouse Hill - Beaumont Hills,Rouse Hill - McGraths Hill
319,Blacktown (East) - Kings Park,Blacktown
320,Blacktown (North) - Marayong,Blacktown
321,Doonside - Woodcroft,Blacktown
322,Lalor Park - Kings Langley,Blacktown
323,Blacktown - South,Blacktown
324,Blacktown - West,Blacktown
325,Seven Hills - Prospect,Blacktown
326,Toongabbie - West,Blacktown
327,Glenwood,Blacktown - North
328,Acacia Gardens,Blacktown - North
329,Quakers Hill,Blacktown - North
330,Kellyville Ridge - The Ponds,Blacktown - North
331,Marsden Park - Shanes Park,Blacktown - North
332,Riverstone,Blacktown - North
333,Schofields (West) - Colebee,Blacktown - North
334,Schofields - East,Blacktown - North
335,Stanhope Gardens - Parklea,Blacktown - North
336,Bidwill - Hebersham - Emerton,Mount Druitt
337,Glendenning - Dean Park,Mount Druitt
338,Hassall Grove - Plumpton,Mount Druitt
339,Lethbridge Park - Tregear,Mount Druitt
340,Mount Druitt - Whalan,Mount Druitt
341,Prospect Reservoir,Mount Druitt
342,Rooty Hill - Minchinbury,Mount Druitt
343,Banksmeadow,Botany
344,Botany,Botany
345,Pagewood - Hillsdale - Daceyville,Botany
346,Port Botany Industrial,Botany
347,Sydney Airport,Botany
348,Eastlakes,Botany
349,Mascot,Botany
350,Petersham - Stanmore,Marrickville - Sydenham - Petersham
351,Sydenham - Tempe - St Peters,Marrickville - Sydenham - Petersham
352,Marrickville - North,Marrickville - Sydenham - Petersham
353,Marrickville - South,Marrickville - Sydenham - Petersham
354,Darlinghurst,Sydney Inner City
355,Erskineville - Alexandria,Sydney Inner City
356,Glebe - Forest Lodge,Sydney Inner City
357,Potts Point - Woolloomooloo,Sydney Inner City
358,Surry Hills,Sydney Inner City
359,Camperdown - Darlington,Sydney Inner City
360,Chippendale,Sydney Inner City
361,Newtown (NSW),Sydney Inner City
362,Pyrmont,Sydney Inner City
363,Redfern,Sydney Inner City
364,Rosebery - Beaconsfield,Sydney Inner City
365,Sydney (North) - Millers Point,Sydney Inner City
366,Sydney (South) - Haymarket,Sydney Inner City
367,Ultimo,Sydney Inner City
368,Waterloo,Sydney Inner City
369,Zetland,Sydney Inner City
370,Bondi - Tamarama - Bronte,Eastern Suburbs - North
371,Bondi Beach - North Bondi,Eastern Suburbs - North
372,Bondi Junction - Waverly,Eastern Suburbs - North
373,Centennial Park,Eastern Suburbs - North
374,Dover Heights,Eastern Suburbs - North
375,Paddington - Moore Park,Eastern Suburbs - North
376,Rose Bay - Vaucluse - Watsons Bay,Eastern Suburbs - North
377,Woollahra,Eastern Suburbs - North
378,Bellevue Hill,Eastern Suburbs - North
379,Double Bay - Darling Point,Eastern Suburbs - North
380,Kensington (NSW),Eastern Suburbs - South
381,Kingsford,Eastern Suburbs - South
382,Maroubra - North,Eastern Suburbs - South
383,Maroubra - South,Eastern Suburbs - South
384,Maroubra - West,Eastern Suburbs - South
385,Randwick - North,Eastern Suburbs - South
386,Randwick - South,Eastern Suburbs - South
387,Coogee - Clovelly,Eastern Suburbs - South
388,Malabar - La Perouse,Eastern Suburbs - South
389,Matraville - Chifley,Eastern Suburbs - South
390,South Coogee,Eastern Suburbs - South
391,Bass Hill - Georges Hall,Bankstown
392,Chullora,Bankstown
393,Condell Park,Bankstown
394,Padstow,Bankstown
395,Revesby,Bankstown
396,Yagoona - Birrong,Bankstown
397,Bankstown - North,Bankstown
398,Bankstown - South,Bankstown
399,Greenacre - North,Bankstown
400,Greenacre - South,Bankstown
401,Panania (North) - Milperra,Bankstown
402,Panania (South) - Picnic Point,Bankstown
403,Belmore - Belfield,Canterbury
404,Punchbowl,Canterbury
405,Roselands,Canterbury
406,Lakemba,Canterbury
407,Wiley Park,Canterbury
408,Campsie - North,Canterbury
409,Campsie - South,Canterbury
410,Canterbury - South,Canterbury
411,Earlwood,Canterbury
412,Kingsgrove - North,Canterbury
413,Narwee - Beverly Hills,Hurstville
414,Oatley - Hurstville Grove,Hurstville
415,Peakhurst - Lugarno,Hurstville
416,Riverwood,Hurstville
417,South Hurstville - Blakehurst,Hurstville
418,Hurstville - Central,Hurstville
419,Hurstville - North,Hurstville
420,Mortdale - Oatley,Hurstville
421,Penshurst,Hurstville
422,Kingsgrove (South) - Bardwell Park,Kogarah - Rockdale
423,Kogarah,Kogarah - Rockdale
424,Kogarah Bay - Carlton - Allawah,Kogarah - Rockdale
425,Monterey - Brighton-le-Sands - Kyeemagh,Kogarah - Rockdale
426,Rockdale - Banksia,Kogarah - Rockdale
427,Sans Souci - Ramsgate,Kogarah - Rockdale
428,Arncliffe - Bardwell Valley,Kogarah - Rockdale
429,Bexley - North,Kogarah - Rockdale
430,Bexley - South,Kogarah - Rockdale
431,Wolli Creek,Kogarah - Rockdale
432,Concord - Mortlake - Cabarita,Canada Bay
433,Drummoyne - Rodd Point,Canada Bay
434,Five Dock - Abbotsford,Canada Bay
435,Concord West - North Strathfield,Canada Bay
436,Rhodes,Canada Bay
437,Balmain,Leichhardt
438,Lilyfield - Rozelle,Leichhardt
439,Annandale (NSW),Leichhardt
440,Leichhardt,Leichhardt
441,Canterbury (North) - Ashbury,Strathfield - Burwood - Ashfield
442,Croydon Park - Enfield,Strathfield - Burwood - Ashfield
443,Dulwich Hill - Lewisham,Strathfield - Burwood - Ashfield
444,Haberfield - Summer Hill,Strathfield - Burwood - Ashfield
445,Homebush,Strathfield - Burwood - Ashfield
446,Strathfield South,Strathfield - Burwood - Ashfield
447,Ashfield - North,Strathfield - Burwood - Ashfield
448,Ashfield - South,Strathfield - Burwood - Ashfield
449,Burwood (NSW),Strathfield - Burwood - Ashfield
450,Croydon,Strathfield - Burwood - Ashfield
451,Strathfield - East,Strathfield - Burwood - Ashfield
452,Strathfield - West,Strathfield - Burwood - Ashfield
453,Chatswood (West) - Lane Cove North,Chatswood - Lane Cove
454,St Leonards - Naremburn,Chatswood - Lane Cove
455,Artarmon,Chatswood - Lane Cove
456,Castle Cove - Northbridge,Chatswood - Lane Cove
457,Chatswood - East,Chatswood - Lane Cove
458,Greenwich - Riverview,Chatswood - Lane Cove
459,Lane Cove,Chatswood - Lane Cove
460,Willoughby,Chatswood - Lane Cove
461,Asquith - Mount Colah,Hornsby
462,Berowra - Brooklyn - Cowan,Hornsby
463,Normanhurst - Thornleigh - Westleigh,Hornsby
464,Hornsby - East,Hornsby
465,Hornsby - West,Hornsby
466,Wahroonga (West) - Waitara,Hornsby
467,Gordon - Killara,Ku-ring-gai
468,Lindfield - Roseville,Ku-ring-gai
469,Pymble,Ku-ring-gai
470,St Ives,Ku-ring-gai
471,Turramurra,Ku-ring-gai
472,Wahroonga (East) - Warrawee,Ku-ring-gai
473,Cremorne - Cammeray,North Sydney - Mosman
474,Crows Nest - Waverton,North Sydney - Mosman
475,Neutral Bay - Kirribilli,North Sydney - Mosman
476,North Sydney - Lavender Bay,North Sydney - Mosman
477,Mosman - North,North Sydney - Mosman
478,Mosman - South,North Sydney - Mosman
479,Balgowlah - Clontarf - Seaforth,Manly
480,Manly - Fairlight,Manly
481,Avalon - Palm Beach,Pittwater
482,Bayview - Elanora Heights,Pittwater
483,Newport - Bilgola,Pittwater
484,Mona Vale - Warriewood (North),Pittwater
485,North Narrabeen - Warriewood (South),Pittwater
486,Beacon Hill - Narraweena,Warringah
487,Cromer,Warringah
488,Forestville - Killarney Heights,Warringah
489,Freshwater - Brookvale,Warringah
490,Manly Vale - Allambie Heights,Warringah
491,Terrey Hills - Duffys Forest,Warringah
492,Belrose,Warringah
493,Collaroy - Collaroy Plateau,Warringah
494,Dee Why (South) - North Curl Curl,Warringah
495,Dee Why - North,Warringah
496,Frenchs Forest - Oxford Falls,Warringah
497,Narrabeen - Wheeler Heights,Warringah
498,Camden - Ellis Lane,Camden
499,Currans Hill,Camden
500,Elderslie - Narellan,Camden
501,Harrington Park,Camden
502,Mount Annan,Camden
503,Spring Farm,Camden
504,Bradbury - Wedderburn,Campbelltown (NSW)
505,Campbelltown - Woodbine,Campbelltown (NSW)
506,Claymore - Eagle Vale - Raby,Campbelltown (NSW)
507,Holsworthy Military Area,Campbelltown (NSW)
508,Leumeah - Minto Heights,Campbelltown (NSW)
509,Minto - St Andrews,Campbelltown (NSW)
510,Rosemeadow - Glen Alpine,Campbelltown (NSW)
511,Denham Court - Bardia,Campbelltown (NSW)
512,Glenfield,Campbelltown (NSW)
513,Ingleburn,Campbelltown (NSW)
514,Macquarie Fields,Campbelltown (NSW)
515,Bargo,Wollondilly
516,Douglas Park - Appin,Wollondilly
517,Picton - Tahmoor - Buxton,Wollondilly
518,The Oaks - Oakdale,Wollondilly
519,Blackheath - Megalong Valley,Blue Mountains
520,Blaxland - Warrimoo - Lapstone,Blue Mountains
521,Blue Mountains - North,Blue Mountains
522,Katoomba - Leura,Blue Mountains
523,Lawson - Hazelbrook - Linden,Blue Mountains
524,Springwood - Winmalee,Blue Mountains
525,Wentworth Falls,Blue Mountains
526,Blue Mountains - South,Blue Mountains - South
527,Cambridge Park,Penrith
528,Emu Plains - Leonay,Penrith
529,Glenmore Park - Regentville,Penrith
530,Jamisontown - South Penrith,Penrith
531,Kingswood - Werrington,Penrith
532,Mulgoa - Luddenham - Orchard Hills,Penrith
533,Penrith,Penrith
534,Warragamba - Silverdale,Penrith
535,Cranebrook - Castlereagh,Penrith
536,Jordan Springs - Llandilo,Penrith
537,Richmond - Clarendon,Richmond - Windsor
538,Windsor - Bligh Park,Richmond - Windsor
539,Yarramundi - Londonderry,Richmond - Windsor
540,Erskine Park,St Marys
541,St Clair,St Marys
542,Colyton - Oxley Park,St Marys
543,St Marys - North St Marys,St Marys
544,Rookwood Cemetery,Auburn
545,Auburn - Central,Auburn
546,Auburn - North,Auburn
547,Auburn - South,Auburn
548,Berala,Auburn
549,Lidcombe,Auburn
550,Regents Park,Auburn
551,Silverwater - Newington,Auburn
552,Wentworth Point - Sydney Olympic Park,Auburn
553,Ermington - Rydalmere,Carlingford
554,Oatlands - Dundas Valley,Carlingford
555,Carlingford - East,Carlingford
556,Carlingford - West,Carlingford
557,Chester Hill - Sefton,Merrylands - Guildford
558,Fairfield - East,Merrylands - Guildford
559,Granville - Clyde,Merrylands - Guildford
560,Guildford - South Granville,Merrylands - Guildford
561,Guildford West - Merrylands West,Merrylands - Guildford
562,Smithfield Industrial,Merrylands - Guildford
563,Yennora Industrial,Merrylands - Guildford
564,Greystanes - South,Merrylands - Guildford
565,Merrylands - Holroyd,Merrylands - Guildford
566,Pemulwuy - Greystanes (North),Merrylands - Guildford
567,South Wentworthville,Merrylands - Guildford
568,North Parramatta,Parramatta
569,North Rocks,Parramatta
570,Northmead,Parramatta
571,Toongabbie - Constitution Hill,Parramatta
572,Winston Hills,Parramatta
573,Pendle Hill - Girraween,Parramatta
574,Wentworthville - Westmead,Parramatta
575,Parramatta - North,Parramatta
576,Parramatta - South,Parramatta
577,Rosehill - Harris Park,Parramatta
578,Pennant Hills - Cheltenham,Pennant Hills - Epping
