,SA2_NAME21,SA3_NAME21
579,Epping (East) - North Epping,Pennant Hills - Epping
580,Epping (NSW) - West,Pennant Hills - Epping
581,Gladesville - Huntleys Point,Ryde - Hunters Hill
582,Hunters Hill - Woolwich,Ryde - Hunters Hill
583,Macquarie Park - Marsfield,Ryde - Hunters Hill
584,North Ryde - East Ryde,Ryde - Hunters Hill
585,West Ryde - Meadowbank,Ryde - Hunters Hill
586,Putney,Ryde - Hunters Hill
587,Denistone,Ryde - Hunters Hill
588,Eastwood,Ryde - Hunters Hill
589,Ryde - North,Ryde - Hunters Hill
590,Ryde - South,Ryde - Hunters Hill
591,Ashcroft - Busby - Miller,Bringelly - Green Valley
592,Austral - Greendale,Bringelly - Green Valley
593,Badgerys Creek,Bringelly - Green Valley
594,Cecil Hills,Bringelly - Green Valley
595,Green Valley,Bringelly - Green Valley
596,Hinchinbrook,Bringelly - Green Valley
597,Hoxton Park - Carnes Hill - Horningsea Park,Bringelly - Green Valley
598,West Hoxton - Middleton Grange,Bringelly - Green Valley
599,Cobbitty - Bringelly,Bringelly - Green Valley
600,Gledswood Hills - Gregory Hills,Bringelly - Green Valley
601,Leppington - Catherine Field,Bringelly - Green Valley
602,Oran Park,Bringelly - Green Valley
603,Bonnyrigg Heights - Bonnyrigg,Fairfield
604,Bossley Park - Abbotsbury,Fairfield
605,Cabramatta - Lansvale,Fairfield
606,Cabramatta West - Mount Pritchard,Fairfield
607,Canley Vale - Canley Heights,Fairfield
608,Edensor Park,Fairfield
609,Fairfield,Fairfield
610,Fairfield - West,Fairfield
611,Greenfield Park - Prairiewood,Fairfield
612,Horsley Park - Kemps Creek,Fairfield
613,Smithfield - Wetherill Park,Fairfield
614,St Johns Park - Wakeley,Fairfield
615,Wetherill Park Industrial,Fairfield
616,Casula,Liverpool
617,Chipping Norton - Moorebank,Liverpool
618,Holsworthy - Wattle Grove,Liverpool
619,Lurnea - Cartwright,Liverpool
620,Warwick Farm,Liverpool
621,Edmondson Park,Liverpool
622,Liverpool - East,Liverpool
623,Liverpool - West,Liverpool
624,Prestons,Liverpool
625,Gymea - Grays Point,Cronulla - Miranda - Caringbah
626,Miranda - Yowie Bay,Cronulla - Miranda - Caringbah
627,Sylvania - Taren Point,Cronulla - Miranda - Caringbah
628,Caringbah,Cronulla - Miranda - Caringbah
629,Caringbah South,Cronulla - Miranda - Caringbah
630,Cronulla - Kurnell - Bundeena,Cronulla - Miranda - Caringbah
631,Lilli Pilli - Port Hacking - Dolans Bay,Cronulla - Miranda - Caringbah
632,Woolooware - Burraneer,Cronulla - Miranda - Caringbah
633,Heathcote - Waterfall,Sutherland - Menai - Heathcote
634,Illawong - Alfords Point,Sutherland - Menai - Heathcote
635,Menai - Lucas Heights - Woronora,Sutherland - Menai - Heathcote
636,Oyster Bay - Como - Jannali,Sutherland - Menai - Heathcote
637,Royal National Park,Sutherland - Menai - Heathcote
638,Sutherland - Kirrawee,Sutherland - Menai - Heathcote
639,Engadine,Sutherland - Menai - Heathcote
640,Loftus - Yarrawarrah,Sutherland - Menai - Heathcote
641,Woronora Heights,Sutherland - Menai - Heathcote
642,Migratory - Offshore - Shipping (NSW),Migratory - Offshore - Shipping (NSW)
643,No usual address (NSW),No usual address (NSW)
644,Alfredton,Ballarat
645,Ballarat,Ballarat
646,Buninyong,Ballarat
647,Delacombe,Ballarat
648,Smythes Creek,Ballarat
649,Wendouree - Miners Rest,Ballarat
650,Ballarat East - Warrenheip,Ballarat
651,Ballarat North - Invermay,Ballarat
652,Canadian - Mount Clear,Ballarat
653,Sebastopol - Redan,Ballarat
654,Bacchus Marsh Surrounds,Creswick - Daylesford - Ballan
655,Creswick - Clunes,Creswick - Daylesford - Ballan
656,Daylesford,Creswick - Daylesford - Ballan
657,Gordon (Vic.),Creswick - Daylesford - Ballan
658,Avoca,Maryborough - Pyrenees
659,Beaufort,Maryborough - Pyrenees
660,Golden Plains - North,Maryborough - Pyrenees
661,Maryborough (Vic.),Maryborough - Pyrenees
662,Maryborough Surrounds,Maryborough - Pyrenees
663,Bendigo,Bendigo
664,California Gully - Eaglehawk,Bendigo
665,East Bendigo - Kennington,Bendigo
666,Flora Hill - Spring Gully,Bendigo
667,Kangaroo Flat - Golden Square,Bendigo
668,Maiden Gully,Bendigo
669,Strathfieldsaye,Bendigo
670,White Hills - Ascot,Bendigo
671,Bendigo Surrounds - South,Heathcote - Castlemaine - Kyneton
672,Castlemaine,Heathcote - Castlemaine - Kyneton
673,Castlemaine Surrounds,Heathcote - Castlemaine - Kyneton
674,Heathcote,Heathcote - Castlemaine - Kyneton
675,Kyneton,Heathcote - Castlemaine - Kyneton
676,Woodend,Heathcote - Castlemaine - Kyneton
677,Bendigo Surrounds - North,Loddon - Elmore
678,Loddon,Loddon - Elmore
679,Bannockburn,Barwon - West
680,Golden Plains - South,Barwon - West
681,Winchelsea,Barwon - West
682,Belmont,Geelong
683,Geelong,Geelong
684,Geelong West - Hamlyn Heights,Geelong
685,Highton,Geelong
686,Lara,Geelong
687,Leopold,Geelong
688,Newcomb - Moolap,Geelong
689,Newtown (Vic.),Geelong
690,North Geelong - Bell Park,Geelong
691,Charlemont,Geelong
692,Corio - Lovely Banks,Geelong
693,Grovedale - Mount Duneed,Geelong
694,Norlane,Geelong
695,Clifton Springs,Surf Coast - Bellarine Peninsula
696,Lorne - Anglesea,Surf Coast - Bellarine Peninsula
697,Portarlington,Surf Coast - Bellarine Peninsula
698,Point Lonsdale - Queenscliff,Surf Coast - Bellarine Peninsula
699,Torquay,Surf Coast - Bellarine Peninsula
700,Barwon Heads - Armstrong Creek,Surf Coast - Bellarine Peninsula
701,Ocean Grove,Surf Coast - Bellarine Peninsula
702,Alexandra,Upper Goulburn Valley
703,Euroa,Upper Goulburn Valley
704,Kilmore - Broadford,Upper Goulburn Valley
705,Mansfield (Vic.),Upper Goulburn Valley
706,Nagambie,Upper Goulburn Valley
707,Seymour,Upper Goulburn Valley
708,Seymour Surrounds,Upper Goulburn Valley
709,Upper Yarra Valley,Upper Goulburn Valley
710,Yea,Upper Goulburn Valley
711,Benalla,Wangaratta - Benalla
712,Benalla Surrounds,Wangaratta - Benalla
713,Rutherglen,Wangaratta - Benalla
714,Wangaratta,Wangaratta - Benalla
715,Wangaratta Surrounds,Wangaratta - Benalla
716,Beechworth,Wodonga - Alpine
717,Bright - Mount Beauty,Wodonga - Alpine
718,Chiltern - Indigo Valley,Wodonga - Alpine
719,Myrtleford,Wodonga - Alpine
720,Towong,Wodonga - Alpine
721,West Wodonga,Wodonga - Alpine
722,Yackandandah,Wodonga - Alpine
723,Baranduda - Leneva,Wodonga - Alpine
724,Wodonga,Wodonga - Alpine
725,Drouin,Baw Baw
726,Mount Baw Baw Region,Baw Baw
727,Trafalgar (Vic.),Baw Baw
728,Warragul,Baw Baw
729,Alps - East,Gippsland - East
730,Bairnsdale,Gippsland - East
731,Bruthen - Omeo,Gippsland - East
732,Lake King,Gippsland - East
733,Lakes Entrance,Gippsland - East
734,Orbost,Gippsland - East
735,Paynesville,Gippsland - East
736,Foster,Gippsland - South West
737,French Island,Gippsland - South West
738,Korumburra,Gippsland - South West
739,Leongatha,Gippsland - South West
740,Phillip Island,Gippsland - South West
741,Wilsons Promontory,Gippsland - South West
742,Wonthaggi - Inverloch,Gippsland - South West
743,Churchill,Latrobe Valley
744,Moe - Newborough,Latrobe Valley
745,Morwell,Latrobe Valley
746,Yallourn North - Glengarry,Latrobe Valley
747,Traralgon - East,Latrobe Valley
748,Traralgon - West,Latrobe Valley
749,Alps - West,Wellington
750,Longford - Loch Sport,Wellington
751,Maffra,Wellington
752,Rosedale,Wellington
753,Sale,Wellington
754,Yarram,Wellington
755,Brunswick East,Brunswick - Coburg
756,Brunswick West,Brunswick - Coburg
757,Pascoe Vale South,Brunswick - Coburg
758,Brunswick - North,Brunswick - Coburg
759,Brunswick - South,Brunswick - Coburg
760,Coburg - East,Brunswick - Coburg
761,Coburg - West,Brunswick - Coburg
762,Alphington - Fairfield,Darebin - South
763,Thornbury,Darebin - South
764,Northcote - East,Darebin - South
765,Northcote - West,Darebin - South
766,Ascot Vale,Essendon
767,Flemington,Essendon
768,Moonee Ponds,Essendon
769,Essendon (West) - Aberfeldie,Essendon
770,Essendon - East,Essendon
771,Carlton,Melbourne City
772,Docklands,Melbourne City
773,East Melbourne,Melbourne City
774,Flemington Racecourse,Melbourne City
775,Kensington (Vic.),Melbourne City
776,Parkville,Melbourne City
777,South Yarra - West,Melbourne City
778,West Melbourne - Industrial,Melbourne City
779,Melbourne CBD - East,Melbourne City
780,Melbourne CBD - North,Melbourne City
781,Melbourne CBD - West,Melbourne City
782,North Melbourne,Melbourne City
783,Royal Botanic Gardens Victoria,Melbourne City
784,Southbank (West) - South Wharf,Melbourne City
785,Southbank - East,Melbourne City
786,West Melbourne - Residential,Melbourne City
787,Albert Park,Port Phillip
788,Elwood,Port Phillip
789,Port Melbourne,Port Phillip
790,St Kilda East,Port Phillip
791,Port Melbourne Industrial,Port Phillip
792,South Melbourne,Port Phillip
793,St Kilda - Central,Port Phillip
794,St Kilda - West,Port Phillip
795,Armadale,Stonnington - West
796,Prahran - Windsor,Stonnington - West
797,Toorak,Stonnington - West
798,South Yarra - North,Stonnington - West
799,South Yarra - South,Stonnington - West
800,Abbotsford,Yarra
801,Carlton North - Princes Hill,Yarra
802,Collingwood,Yarra
803,Fitzroy,Yarra
804,Fitzroy North,Yarra
805,Clifton Hill - Alphington,Yarra
806,Richmond (South) - Cremorne,Yarra
807,Richmond - North,Yarra
808,Ashburton (Vic.),Boroondara
809,Balwyn,Boroondara
810,Balwyn North,Boroondara
811,Camberwell,Boroondara
812,Glen Iris - East,Boroondara
813,Hawthorn East,Boroondara
814,Kew East,Boroondara
815,Surrey Hills (West) - Canterbury,Boroondara
816,Hawthorn - North,Boroondara
817,Hawthorn - South,Boroondara
818,Kew - South,Boroondara
819,Kew - West,Boroondara
820,Bulleen,Manningham - West
821,Doncaster,Manningham - West
822,Templestowe,Manningham - West
823,Templestowe Lower,Manningham - West
824,Doncaster East - North,Manningham - West
825,Doncaster East - South,Manningham - West
826,Blackburn,Whitehorse - West
827,Blackburn South,Whitehorse - West
828,Box Hill,Whitehorse - West
829,Box Hill North,Whitehorse - West
830,Burwood (Vic.),Whitehorse - West
831,Burwood East,Whitehorse - West
832,Surrey Hills (East) - Mont Albert,Whitehorse - West
833,Beaumaris,Bayside
834,Brighton (Vic.),Bayside
835,Brighton East,Bayside
836,Highett (West) - Cheltenham,Bayside
837,Hampton,Bayside
838,Sandringham - Black Rock,Bayside
839,Bentleigh - McKinnon,Glen Eira
840,Carnegie,Glen Eira
841,Caulfield - North,Glen Eira
842,Caulfield - South,Glen Eira
843,Elsternwick,Glen Eira
844,Hughesdale,Glen Eira
845,Murrumbeena,Glen Eira
846,Ormond - Glen Huntly,Glen Eira
847,Bentleigh East - North,Glen Eira
848,Bentleigh East - South,Glen Eira
849,Aspendale Gardens - Waterways,Kingston
850,Braeside,Kingston
851,Carrum - Patterson Lakes,Kingston
852,Chelsea - Bonbeach,Kingston
853,Chelsea Heights,Kingston
854,Highett (East) - Cheltenham,Kingston
855,Edithvale - Aspendale,Kingston
856,Mentone,Kingston
857,Moorabbin - Heatherton,Kingston
858,Moorabbin Airport,Kingston
859,Mordialloc - Parkdale,Kingston
860,Malvern - Glen Iris,Stonnington - East
861,Malvern East,Stonnington - East
862,Bundoora - East,Banyule
863,Greensborough,Banyule
864,Heidelberg - Rosanna,Banyule
865,Heidelberg West,Banyule
866,Ivanhoe,Banyule
867,Ivanhoe East - Eaglemont,Banyule
868,Montmorency - Briar Hill,Banyule
869,Viewbank - Yallambie,Banyule
870,Watsonia,Banyule
871,Kingsbury,Darebin - North
872,Preston - East,Darebin - North
873,Preston - West,Darebin - North
874,Reservoir - North East,Darebin - North
875,Reservoir - North West,Darebin - North
876,Reservoir - South East,Darebin - North
877,Reservoir - South West,Darebin - North
878,Eltham,Nillumbik - Kinglake
879,Hurstbridge,Nillumbik - Kinglake
880,Kinglake,Nillumbik - Kinglake
881,Panton Hill - St Andrews,Nillumbik - Kinglake
882,Plenty - Yarrambat,Nillumbik - Kinglake
883,Research - North Warrandyte,Nillumbik - Kinglake
884,Wattle Glen - Diamond Creek,Nillumbik - Kinglake
885,Bundoora - North,Whittlesea - Wallan
886,Bundoora - West,Whittlesea - Wallan
887,Mill Park - North,Whittlesea - Wallan
888,Mill Park - South,Whittlesea - Wallan
889,Thomastown,Whittlesea - Wallan
890,Wallan,Whittlesea - Wallan
891,Whittlesea,Whittlesea - Wallan
892,Epping - East,Whittlesea - Wallan
893,Epping - South,Whittlesea - Wallan
894,Epping (Vic.) - West,Whittlesea - Wallan
895,South Morang - North,Whittlesea - Wallan
896,South Morang - South,Whittlesea - Wallan
897,Wollert,Whittlesea - Wallan
898,Doreen - North,Whittlesea - Wallan
899,Doreen - South,Whittlesea - Wallan
900,Lalor - East,Whittlesea - Wallan
901,Lalor - West,Whittlesea - Wallan
902,Mernda - North,Whittlesea - Wallan
903,Mernda - South,Whittlesea - Wallan
904,Airport West,Keilor
905,Essendon Airport,Keilor
906,Keilor,Keilor
907,Niddrie - Essendon West,Keilor
908,Strathmore,Keilor
909,Avondale Heights,Keilor
910,Keilor East,Keilor
911,Gisborne,Macedon Ranges
912,Macedon,Macedon Ranges
913,Riddells Creek,Macedon Ranges
914,Romsey,Macedon Ranges
915,Coburg North,Moreland - North
916,Fawkner,Moreland - North
917,Gowanbrae,Moreland - North
918,Hadfield,Moreland - North
919,Glenroy - East,Moreland - North
920,Glenroy - West,Moreland - North
921,Oak Park,Moreland - North
922,Pascoe Vale,Moreland - North
923,Sunbury,Sunbury
924,Diggers Rest,Sunbury
925,Sunbury - South,Sunbury
926,Sunbury - West,Sunbury
927,Broadmeadows,Tullamarine - Broadmeadows
928,Campbellfield - Coolaroo,Tullamarine - Broadmeadows
929,Gladstone Park - Westmeadows,Tullamarine - Broadmeadows
930,Greenvale - Bulla,Tullamarine - Broadmeadows
931,Meadow Heights,Tullamarine - Broadmeadows
932,Melbourne Airport,Tullamarine - Broadmeadows
933,Tullamarine,Tullamarine - Broadmeadows
934,Craigieburn - Central,Tullamarine - Broadmeadows
935,Craigieburn - North,Tullamarine - Broadmeadows
936,Craigieburn - South,Tullamarine - Broadmeadows
937,Mickleham - Yuroke,Tullamarine - Broadmeadows
938,Craigieburn - North West,Tullamarine - Broadmeadows
939,Craigieburn - West,Tullamarine - Broadmeadows
940,Roxburgh Park (South) - Somerton,Tullamarine - Broadmeadows
941,Roxburgh Park - North,Tullamarine - Broadmeadows
942,Bayswater,Knox
943,Knoxfield - Scoresby,Knox
944,Lysterfield,Knox
945,Rowville - Central,Knox
946,Rowville - North,Knox
947,Rowville - South,Knox
948,Wantirna,Knox
949,Wantirna South,Knox
950,Boronia,Knox
951,Ferntree Gully - North,Knox
952,Ferntree Gully (South) - Upper Ferntree Gully,Knox
953,The Basin,Knox
954,Donvale - Park Orchards,Manningham - East
955,Warrandyte - Wonga Park,Manningham - East
956,Bayswater North,Maroondah
957,Croydon Hills - Warranwood,Maroondah
958,Ringwood,Maroondah
959,Ringwood East,Maroondah
960,Ringwood North,Maroondah
961,Croydon - East,Maroondah
962,Croydon - West,Maroondah
963,Croydon South,Maroondah
964,Forest Hill,Whitehorse - East
965,Mitcham (Vic.),Whitehorse - East
966,Nunawading,Whitehorse - East
967,Vermont,Whitehorse - East
968,Vermont South,Whitehorse - East
969,Belgrave - Selby,Yarra Ranges
970,Chirnside Park,Yarra Ranges
971,Healesville - Yarra Glen,Yarra Ranges
972,Kilsyth,Yarra Ranges
973,Lilydale - Coldstream,Yarra Ranges
974,Monbulk - Silvan,Yarra Ranges
975,Montrose,Yarra Ranges
976,Mooroolbark,Yarra Ranges
977,Mount Dandenong - Olinda,Yarra Ranges
978,Mount Evelyn,Yarra Ranges
979,Upwey - Tecoma,Yarra Ranges
980,Wandin - Seville,Yarra Ranges
981,Yarra Valley,Yarra Ranges
982,Emerald - Cockatoo,Cardinia
983,Beaconsfield - Officer,Cardinia
984,Bunyip - Garfield,Cardinia
985,Koo Wee Rup,Cardinia
986,Pakenham - North East,Cardinia
987,Pakenham - North West,Cardinia
988,Pakenham - South East,Cardinia
989,Pakenham - South West,Cardinia
990,Berwick - North,Casey - North
991,Doveton,Casey - North
992,Hallam,Casey - North
993,Narre Warren North,Casey - North
994,Endeavour Hills - North,Casey - North
995,Endeavour Hills - South,Casey - North
996,Narre Warren - North East,Casey - North
997,Narre Warren - South West,Casey - North
998,Berwick - South East,Casey - North
999,Berwick - South West,Casey - North
1000,Cranbourne,Casey - South
1001,Cranbourne South,Casey - South
1002,Cranbourne West,Casey - South
1003,Lynbrook - Lyndhurst,Casey - South
1004,Pearcedale - Tooradin,Casey - South
1005,Narre Warren South - East,Casey - South
1006,Narre Warren South - West,Casey - South
1007,Clyde North - North,Casey - South
1008,Clyde North - South,Casey - South
1009,Cranbourne East - North,Casey - South
1010,Cranbourne East - South,Casey - South
1011,Cranbourne North - East,Casey - South
1012,Cranbourne North - West,Casey - South
1013,Hampton Park - East,Casey - South
1014,Hampton Park - West,Casey - South
1015,Clarinda - Oakleigh South,Dandenong
1016,Clayton South,Dandenong
1017,Dandenong North,Dandenong
1018,Dingley Village,Dandenong
1019,Noble Park North,Dandenong
1020,Springvale,Dandenong
1021,Springvale South,Dandenong
1022,Noble Park - East,Dandenong
1023,Noble Park - West,Dandenong
1024,Dandenong - North,Dandenong
1025,Dandenong - South,Dandenong
1026,Keysborough - North,Dandenong
1027,Keysborough - South,Dandenong
1028,Ashwood - Chadstone,Monash
1029,Glen Waverley - East,Monash
1030,Glen Waverley - West,Monash
1031,Mount Waverley - North,Monash
1032,Mount Waverley - South,Monash
1033,Mulgrave,Monash
1034,Oakleigh - Huntingdale,Monash
1035,Wheelers Hill,Monash
1036,Clayton (North) - Notting Hill,Monash
1037,Clayton - Central,Monash
1038,Ardeer - Albion,Brimbank
1039,Cairnlea,Brimbank
1040,Delahey,Brimbank
1041,Keilor Downs,Brimbank
1042,Kings Park (Vic.),Brimbank
1043,St Albans - North,Brimbank
1044,St Albans - South,Brimbank
1045,Sunshine,Brimbank
1046,Sunshine North,Brimbank
1047,Sunshine West,Brimbank
1048,Sydenham,Brimbank
1049,Taylors Lakes,Brimbank
1050,Deer Park,Brimbank
1051,Derrimut,Brimbank
1052,Altona,Hobsons Bay
1053,Altona Meadows,Hobsons Bay
1054,Altona North,Hobsons Bay
1055,Newport,Hobsons Bay
1056,Seabrook,Hobsons Bay
1057,Williamstown,Hobsons Bay
1058,Braybrook,Maribyrnong
1059,Footscray,Maribyrnong
1060,Maribyrnong,Maribyrnong
1061,Seddon - Kingsville,Maribyrnong
1062,West Footscray - Tottenham,Maribyrnong
1063,Yarraville,Maribyrnong
1064,Bacchus Marsh,Melton - Bacchus Marsh
1065,Melton West,Melton - Bacchus Marsh
1066,Rockbank - Mount Cottrell,Melton - Bacchus Marsh
1067,Taylors Hill,Melton - Bacchus Marsh
1068,Burnside,Melton - Bacchus Marsh
1069,Burnside Heights,Melton - Bacchus Marsh
1070,Caroline Springs,Melton - Bacchus Marsh
1071,Brookfield,Melton - Bacchus Marsh
1072,Cobblebank - Strathtulloh,Melton - Bacchus Marsh
1073,Eynesbury - Exford,Melton - Bacchus Marsh
1074,Fraser Rise - Plumpton,Melton - Bacchus Marsh
1075,Hillside,Melton - Bacchus Marsh
1076,Kurunjang - Toolern Vale,Melton - Bacchus Marsh
1077,Melton,Melton - Bacchus Marsh
1078,Melton South - Weir Views,Melton - Bacchus Marsh
1079,Hoppers Crossing - North,Wyndham
1080,Hoppers Crossing - South,Wyndham
1081,Laverton,Wyndham
1082,Werribee - South,Wyndham
1083,Point Cook - East,Wyndham
1084,Point Cook - South,Wyndham
1085,Werribee - East,Wyndham
1086,Werribee - West,Wyndham
1087,Manor Lakes - Quandong,Wyndham
1088,Point Cook - North East,Wyndham
1089,Point Cook - North West,Wyndham
1090,Tarneit (West) - Mount Cottrell,Wyndham
1091,Tarneit - Central,Wyndham
1092,Tarneit - North,Wyndham
1093,Tarneit - South,Wyndham
1094,Truganina - North,Wyndham
1095,Truganina - South East,Wyndham
1096,Truganina - South West,Wyndham
1097,Wyndham Vale - North,Wyndham
1098,Wyndham Vale - South,Wyndham
1099,Carrum Downs,Frankston
1100,Frankston,Frankston
1101,Frankston North,Frankston
1102,Frankston South,Frankston
1103,Langwarrin,Frankston
1104,Seaford (Vic.),Frankston
1105,Skye - Sandhurst,Frankston
1106,Dromana,Mornington Peninsula
1107,Flinders,Mornington Peninsula
1108,Hastings - Somers,Mornington Peninsula
1109,Mount Eliza,Mornington Peninsula
1110,Mount Martha,Mornington Peninsula
1111,Point Nepean,Mornington Peninsula
1112,Rosebud - McCrae,Mornington Peninsula
1113,Somerville,Mornington Peninsula
1114,Mornington - East,Mornington Peninsula
1115,Mornington - West,Mornington Peninsula
1116,Ararat,Grampians
1117,Ararat Surrounds,Grampians
1118,Horsham,Grampians
1119,Horsham Surrounds,Grampians
1120,Nhill Region,Grampians
1121,St Arnaud,Grampians
1122,Stawell,Grampians
1123,West Wimmera,Grampians
1124,Yarriambiack,Grampians
1125,Irymple,Mildura
1126,Merbein,Mildura
1127,Mildura Surrounds,Mildura
1128,Red Cliffs,Mildura
1129,Mildura - North,Mildura
1130,Mildura - South,Mildura
1131,Buloke,Murray River - Swan Hill
1132,Gannawarra,Murray River - Swan Hill
1133,Kerang,Murray River - Swan Hill
1134,Robinvale,Murray River - Swan Hill
1135,Swan Hill,Murray River - Swan Hill
1136,Swan Hill Surrounds,Murray River - Swan Hill
1137,Echuca,Campaspe
1138,Kyabram,Campaspe
1139,Lockington - Gunbower,Campaspe
1140,Rochester,Campaspe
1141,Rushworth,Campaspe
1142,Cobram,Moira
1143,Moira,Moira
1144,Numurkah,Moira
1145,Yarrawonga,Moira
1146,Mooroopna,Shepparton
1147,Shepparton - North,Shepparton
1148,Shepparton Surrounds - East,Shepparton
1149,Shepparton Surrounds - West,Shepparton
1150,Kialla,Shepparton
1151,Shepparton - South East,Shepparton
1152,Glenelg (Vic.),Glenelg - Southern Grampians
1153,Hamilton (Vic.),Glenelg - Southern Grampians
1154,Portland,Glenelg - Southern Grampians
1155,Southern Grampians,Glenelg - Southern Grampians
1156,Camperdown,Colac - Corangamite
1157,Colac,Colac - Corangamite
1158,Colac Surrounds,Colac - Corangamite
1159,Corangamite - North,Colac - Corangamite
1160,Corangamite - South,Colac - Corangamite
1161,Otway,Colac - Corangamite
1162,Moyne - East,Warrnambool
1163,Moyne - West,Warrnambool
1164,Warrnambool - North,Warrnambool
1165,Warrnambool - South,Warrnambool
1166,Migratory - Offshore - Shipping (Vic.),Migratory - Offshore - Shipping (Vic.)
1167,No usual address (Vic.),No usual address (Vic.)
1168,Alexandra Hills,Capalaba
1169,Belmont - Gumdale,Capalaba
1170,Birkdale,Capalaba
1171,Capalaba,Capalaba
1172,Thorneside,Capalaba
1173,Wellington Point,Capalaba
1174,Cleveland,Cleveland - Stradbroke
1175,Ormiston,Cleveland - Stradbroke
1176,Redland Bay,Cleveland - Stradbroke
1177,Sheldon - Mount Cotton,Cleveland - Stradbroke
1178,Thornlands,Cleveland - Stradbroke
1179,Victoria Point,Cleveland - Stradbroke
1180,North Stradbroke Island,Cleveland - Stradbroke
1181,Southern Moreton Bay Islands,Cleveland - Stradbroke
1182,Brisbane Port - Lytton,Wynnum - Manly
1183,Manly - Lota,Wynnum - Manly
1184,Manly West,Wynnum - Manly
1185,Murarrie,Wynnum - Manly
1186,Tingalpa,Wynnum - Manly
1187,Wakerley,Wynnum - Manly
1188,Wynnum,Wynnum - Manly
1189,Wynnum West - Hemmant,Wynnum - Manly
1190,Bald Hills,Bald Hills - Everton Park
